,Date,Open,High,Low,Close,Volume
2,2022-04-20,213.6100006103516,214.16000366210935,198.9199981689453,200.4199981689453,43036500
3,2022-04-21,201.6000061035156,202.97000122070312,185.5800018310547,188.07000732421875,49954100
4,2022-04-22,190.3699951171875,192.72000122070312,183.2700042724609,184.1100006103516,36374100
